Målt;Globalstråling;Relativ fugtighed;Temperatur;Vindretning;Vindhastighed
26-01-2022 02:00:00;0;92;5,7;252;4,8
26-01-2022 01:30:00;0;92;5,7;252;4,9
26-01-2022 01:00:00;0;92;5,7;252;4,8
26-01-2022 00:30:00;0;92;5,7;254;4,7
26-01-2022 00:00:00;0;92;5,7;255;5,1
25-01-2022 23:30:00;0;93;5,7;260;4,8
25-01-2022 23:00:00;0;94;5,7;257;4,2
25-01-2022 22:30:00;0;94;5,5;257;4,00
25-01-2022 22:00:00;0;93;5,1;248;3,4
25-01-2022 21:30:00;0;92;5,00;251;2,4
25-01-2022 21:00:00;0;89;4,7;261;2,2
25-01-2022 20:30:00;0;80;4,8;249;3,4
25-01-2022 20:00:00;0;79;4,9;248;2,4
25-01-2022 19:30:00;0;79;4,6;245;2,4
25-01-2022 19:00:00;0;78;4,9;248;2,8
25-01-2022 18:30:00;0;78;5,2;257;2,3
25-01-2022 18:00:00;0;78;5,4;266;2,4
25-01-2022 17:30:00;0;79;5,5;267;2,4
25-01-2022 17:00:00;0;80;5,4;278;3,00
25-01-2022 16:30:00;1;79;5,6;276;3,2
25-01-2022 16:00:00;6;77;5,6;279;3,2
25-01-2022 15:30:00;25;75;5,6;290;4,00
25-01-2022 15:00:00;56;75;5,6;289;4,5
25-01-2022 14:30:00;87;73;5,7;301;4,3
25-01-2022 14:00:00;61;72;5,7;292;4,3
25-01-2022 13:30:00;65;73;5,7;290;4,5
25-01-2022 13:00:00;179;74;5,8;284;5,2
25-01-2022 12:30:00;331;73;6,2;292;4,4
25-01-2022 12:00:00;276;74;5,8;291;5,3
25-01-2022 11:30:00;172;74;6,00;300;4,00
25-01-2022 11:00:00;199;76;5,8;297;4,5
25-01-2022 10:30:00;173;78;5,7;290;4,5
25-01-2022 10:00:00;124;83;5,6;296;4,2
25-01-2022 09:30:00;74;87;5,5;292;3,8
25-01-2022 09:00:00;45;89;5,4;287;5,2
25-01-2022 08:30:00;15;90;5,6;284;5,00
25-01-2022 08:00:00;3;90;5,8;276;4,4
25-01-2022 07:30:00;0;90;5,8;274;4,5
25-01-2022 07:00:00;0;91;5,8;278;4,5
25-01-2022 06:30:00;0;92;5,8;270;5,00
25-01-2022 06:00:00;0;92;5,7;267;4,5
25-01-2022 05:30:00;0;93;5,6;269;4,6
25-01-2022 05:00:00;0;93;5,5;271;4,3
25-01-2022 04:30:00;0;93;5,4;275;4,6
25-01-2022 04:00:00;0;92;5,3;270;4,3
25-01-2022 03:30:00;0;90;5,3;276;4,6
25-01-2022 03:00:00;0;87;5,4;273;4,3
25-01-2022 02:30:00;0;87;5,4;264;5,1
25-01-2022 02:00:00;0;86;5,4;254;5,5
25-01-2022 01:30:00;0;86;5,3;253;5,4
25-01-2022 01:00:00;0;86;5,1;250;6,7
25-01-2022 00:30:00;0;86;5,1;248;6,1
25-01-2022 00:00:00;0;86;5,1;251;5,8
24-01-2022 23:30:00;0;86;5,00;253;5,9
24-01-2022 23:00:00;0;86;5,00;253;5,8
24-01-2022 22:30:00;0;85;4,9;257;5,7
24-01-2022 22:00:00;0;85;4,9;257;5,5
24-01-2022 21:30:00;0;85;5,00;255;4,4
24-01-2022 21:00:00;0;85;4,9;258;4,9
24-01-2022 20:30:00;0;84;4,8;252;5,2
24-01-2022 20:00:00;0;83;4,9;253;4,8
24-01-2022 19:30:00;0;83;5,00;254;4,2
24-01-2022 19:00:00;0;82;5,00;248;4,5
24-01-2022 18:30:00;0;82;4,9;243;4,3
24-01-2022 18:00:00;0;84;4,7;237;4,6
24-01-2022 17:30:00;0;86;4,5;237;4,3
24-01-2022 17:00:00;0;83;4,8;251;4,7
24-01-2022 16:30:00;0;82;4,9;259;5,00
24-01-2022 16:00:00;1;82;5,00;263;4,7
24-01-2022 15:30:00;3;84;5,00;271;4,6
24-01-2022 15:00:00;6;86;4,9;255;4,3
24-01-2022 14:30:00;10;82;5,2;254;4,7
24-01-2022 14:00:00;13;80;5,3;255;5,1
24-01-2022 13:30:00;18;79;5,3;254;4,9
24-01-2022 13:00:00;23;79;5,3;250;5,00
24-01-2022 12:30:00;24;80;5,2;251;5,2
24-01-2022 12:00:00;20;79;5,3;250;5,00
24-01-2022 11:30:00;25;82;5,2;251;5,2
24-01-2022 11:00:00;22;87;5,1;245;4,9
24-01-2022 10:30:00;15;87;5,1;253;5,00
24-01-2022 10:00:00;21;90;5,00;245;4,3
24-01-2022 09:30:00;12;90;5,00;254;4,2
24-01-2022 09:00:00;9;88;5,1;254;4,2
24-01-2022 08:30:00;3;88;5,2;251;4,8
24-01-2022 08:00:00;0;89;5,3;255;5,2
24-01-2022 07:30:00;0;90;5,5;247;5,00
24-01-2022 07:00:00;0;89;5,6;244;5,3
24-01-2022 06:30:00;0;87;5,9;244;4,5
24-01-2022 06:00:00;0;87;6,00;249;4,9
24-01-2022 05:30:00;0;85;6,1;250;5,7
24-01-2022 05:00:00;0;85;6,2;250;5,2
24-01-2022 04:30:00;0;87;6,1;247;5,1
24-01-2022 04:00:00;0;91;5,9;246;5,1
24-01-2022 03:30:00;0;93;5,7;240;3,5
24-01-2022 03:00:00;0;92;5,8;246;3,2
24-01-2022 02:30:00;0;91;5,9;249;3,00
24-01-2022 02:00:00;0;90;5,8;258;3,00
24-01-2022 01:30:00;0;91;5,8;258;2,6
24-01-2022 01:00:00;0;92;5,6;264;3,5
24-01-2022 00:30:00;0;93;5,3;262;5,00
24-01-2022 00:00:00;0;93;5,3;272;5,3
