M̴lt;Globalstr̴ling;Relativ fugtighed;Temperatur;Vindretning;Vindhastighed
02-10-2022 07:30;0;84;4,5;221;2,7
02-10-2022 07:00;0;83;4,6;226;3,1
02-10-2022 06:30;0;82;4,5;220;3,2
02-10-2022 06:00;0;83;4,1;220;2,7
02-10-2022 05:30;0;84;3,8;210;2,9
02-10-2022 05:00;0;85;3,6;201;3,3
02-10-2022 04:30;0;85;3,7;203;3,1
02-10-2022 04:00;0;84;3,7;201;3,3
02-10-2022 03:30;0;83;3,8;200;2,9
02-10-2022 03:00;0;82;4;222;2,8
02-10-2022 02:30;0;81;3,9;225;2,8
02-10-2022 02:00;0;80;4;229;3,2
02-10-2022 01:30;0;80;3,9;228;3,3
02-10-2022 01:00;0;81;3,9;223;2,9
02-10-2022 00:30;0;81;4;234;3,3
02-10-2022 00:00;0;81;4,1;240;3,4
02-09-2022 23:30;0;79;4,2;240;3
02-09-2022 23:00;0;79;4,4;242;3
02-09-2022 22:30;0;81;4,6;243;3,4
02-09-2022 22:00;0;80;4,8;244;3,8
02-09-2022 21:30;0;77;4,9;248;3,8
02-09-2022 21:00;0;78;5,1;254;3,9
02-09-2022 20:30;0;78;5,3;253;3,9
02-09-2022 20:00;0;77;5,5;254;4,1
02-09-2022 19:30;0;76;5,8;262;4,4
02-09-2022 19:00;0;75;6;261;4,5
02-09-2022 18:30;0;73;6,4;265;4,5
02-09-2022 18:00;0;72;6,8;261;4,7
02-09-2022 17:30;0;71;7,2;266;4,5
02-09-2022 17:00;2;71;7,4;264;4,7
02-09-2022 16:30;15;70;7,8;256;4,4
02-09-2022 16:00;74;69;8,1;256;4,9
02-09-2022 15:30;127;68;8,2;263;5,5
02-09-2022 15:00;118;70;8,4;270;4,9
02-09-2022 14:30;207;72;8,5;268;5,4
02-09-2022 14:00;177;72;8,4;266;6
02-09-2022 13:30;224;73;8,4;265;6,3
02-09-2022 13:00;188;75;8,4;263;6,1
02-09-2022 12:30;283;77;8,1;264;6
02-09-2022 12:00;172;84;7,7;261;6,8
02-09-2022 11:30;83;86;7,6;254;6,8
02-09-2022 11:00;56;86;7,6;249;6,2
02-09-2022 10:30;67;87;7,4;241;6
02-09-2022 10:00;58;87;7,3;239;5,8
02-09-2022 09:30;27;87;7,2;234;5,3
02-09-2022 09:00;15;88;7,2;235;5,2
02-09-2022 08:30;15;87;7,3;233;5,1
02-09-2022 08:00;9;88;7,2;224;5
02-09-2022 07:30;1;88;7,2;226;4,8
02-09-2022 07:00;0;88;7;226;4,7
02-09-2022 06:30;0;87;6,9;218;4,4
02-09-2022 06:00;0;87;6,9;214;3,9
02-09-2022 05:30;0;86;7;217;4,9
02-09-2022 05:00;0;86;6,8;226;3,6
02-09-2022 04:30;0;87;6,8;220;4
02-09-2022 04:00;0;88;6,8;216;4,7
02-09-2022 03:30;0;88;6,7;221;4,3
02-09-2022 03:00;0;88;6,7;210;3,2
02-09-2022 02:30;0;87;6,7;213;3,1
02-09-2022 02:00;0;86;6,5;216;3
02-09-2022 01:30;0;84;6,3;209;3
02-09-2022 01:00;0;83;6,3;211;2,6
02-09-2022 00:30;0;82;6,4;216;2,7
02-09-2022 00:00;0;81;6,4;234;3,1
02-08-2022 23:30;0;81;6,3;248;3,9
02-08-2022 23:00;0;82;6,1;251;3,6
02-08-2022 22:30;0;82;5,8;243;4,2
02-08-2022 22:00;0;82;5,9;246;3,8
02-08-2022 21:30;0;82;6;242;3,9
02-08-2022 21:00;0;81;6,2;252;3,7
02-08-2022 20:30;0;82;6,1;255;4,2
02-08-2022 20:00;0;81;6,1;249;4,1
02-08-2022 19:30;0;81;6,3;250;4,3
02-08-2022 19:00;0;80;6,5;251;3,7
02-08-2022 18:30;0;79;7;258;3,4
02-08-2022 18:00;0;77;7,2;246;4,1
02-08-2022 17:30;0;77;7,4;249;4,9
02-08-2022 17:00;1;74;8;243;4,8
02-08-2022 16:30;14;62;8,9;243;3,9
02-08-2022 16:00;69;55;9,5;271;3,2
02-08-2022 15:30;121;54;9,8;275;3,8
02-08-2022 15:00;177;55;9,7;281;4,4
02-08-2022 14:30;227;56;9,7;278;4,2
02-08-2022 14:00;269;58;9,5;282;4,4
02-08-2022 13:30;277;63;9,3;286;4,6
02-08-2022 13:00;274;70;9;279;4,3
02-08-2022 12:30;334;72;8,8;278;5,1
02-08-2022 12:00;248;77;8,4;273;4,5
02-08-2022 11:30;92;85;8;277;5,3
02-08-2022 11:00;61;85;8,2;280;4
02-08-2022 10:30;99;85;8,1;269;5,1
02-08-2022 10:00;35;86;8;267;4,8
02-08-2022 09:30;27;86;7,9;261;5,6
02-08-2022 09:00;13;87;7,8;258;6
02-08-2022 08:30;7;87;7,6;255;5,6
02-08-2022 08:00;2;88;7,5;251;5,7
02-08-2022 07:30;0;87;7,4;248;5,5
02-08-2022 07:00;0;87;7,2;239;5,8
02-08-2022 06:30;0;87;7,1;236;6,2
02-08-2022 06:00;0;85;7,2;243;6,3
02-08-2022 05:30;0;84;7,1;243;6,5
02-08-2022 05:00;0;84;6,8;243;6,6
02-08-2022 04:30;0;86;6,1;240;6,1
02-08-2022 04:00;0;86;5,6;230;6
02-08-2022 03:30;0;86;5,2;231;6
02-08-2022 03:00;0;84;5;224;6,3
02-08-2022 02:30;0;80;5,1;230;5,4
02-08-2022 02:00;0;78;4,8;226;5,3
02-08-2022 01:30;0;78;4,7;219;5,2
02-08-2022 01:00;0;79;4,6;217;4,3
02-08-2022 00:30;0;78;4,8;220;5
02-08-2022 00:00;0;77;5;235;5,6
02-07-2022 23:30;0;77;4,9;244;5,1
02-07-2022 23:00;0;77;4,7;237;4,6
02-07-2022 22:30;0;75;4,2;240;3,7
02-07-2022 22:00;0;71;3,9;239;3,3
02-07-2022 21:30;0;68;3,9;240;3,3
02-07-2022 21:00;0;66;4,1;242;3,2
02-07-2022 20:30;0;64;4,4;247;3,2
02-07-2022 20:00;0;63;4,8;272;3,4
02-07-2022 19:30;0;63;5,1;277;3,8
02-07-2022 19:00;0;61;5,5;291;4,6
02-07-2022 18:30;0;60;5,7;294;6,4
02-07-2022 18:00;0;60;5,7;292;5,5
02-07-2022 17:30;0;60;5,9;288;6,1
02-07-2022 17:00;1;58;6;298;7,1
02-07-2022 16:30;7;57;6,1;298;7,7
02-07-2022 16:00;28;56;6,3;294;6,9
02-07-2022 15:30;70;54;6,4;296;6,4
02-07-2022 15:00;170;52;6,5;298;6,9
02-07-2022 14:30;207;51;6,5;296;7,8
02-07-2022 14:00;254;51;6,5;294;8,6
02-07-2022 13:30;274;51;6,5;294;8,5
02-07-2022 13:00;307;52;6,3;294;7,7
02-07-2022 12:30;318;55;5,9;295;7,8
02-07-2022 12:00;317;56;5,4;294;7,5
02-07-2022 11:30;305;57;5,1;293;6,9
02-07-2022 11:00;281;57;4,8;293;7
02-07-2022 10:30;243;56;4,5;294;6,2
02-07-2022 10:00;202;60;4,2;291;5,8
02-07-2022 09:30;155;63;3,8;291;6,1
02-07-2022 09:00;103;65;3,5;296;6,1
02-07-2022 08:30;51;67;3,5;287;4,3
02-07-2022 08:00;14;67;3,6;293;5,4
02-07-2022 07:30;0;67;3,6;293;5,9
02-07-2022 07:00;0;68;3,6;295;6,4
02-07-2022 06:30;0;70;3,5;295;6,3
02-07-2022 06:00;0;71;3,4;295;6,2
02-07-2022 05:30;0;73;3,1;294;7
02-07-2022 05:00;0;76;2,6;287;5,4
02-07-2022 04:30;0;76;2,1;276;3,8
02-07-2022 04:00;0;77;2;273;3,7
02-07-2022 03:30;0;78;1,9;278;3,5
02-07-2022 03:00;0;79;1,9;282;3,4
02-07-2022 02:30;0;80;1,8;277;3,5
02-07-2022 02:00;0;80;1,7;284;3,3
02-07-2022 01:30;0;82;1,5;281;3,9
02-07-2022 01:00;0;82;1,5;277;3,8
02-07-2022 00:30;0;81;1,4;278;3,4
02-07-2022 00:00;0;82;1,4;275;3,4
02-06-2022 23:30;0;82;1,3;273;3,2
02-06-2022 23:00;0;83;1,2;272;3,4
02-06-2022 22:30;0;84;1,4;273;3
02-06-2022 22:00;0;84;1,5;268;3,2
02-06-2022 21:30;0;84;1,6;264;3
02-06-2022 21:00;0;84;1,8;274;2,5
02-06-2022 20:30;0;83;2,1;287;2,8
02-06-2022 20:00;0;82;2,5;286;3
02-06-2022 19:30;0;78;3;295;4,9
02-06-2022 19:00;0;78;3,7;262;2,8
02-06-2022 18:30;0;76;3,8;245;2,7
02-06-2022 18:00;0;78;3,8;253;3,8
02-06-2022 17:30;0;78;4,2;253;3,2
02-06-2022 17:00;0;77;4,1;247;3,4
02-06-2022 16:30;20;77;4,2;247;4
02-06-2022 16:00;56;76;4,2;253;4,2
02-06-2022 15:30;68;76;4,2;255;4,3
02-06-2022 15:00;75;77;4,1;260;4,5
02-06-2022 14:30;77;82;3,4;244;4,7
02-06-2022 14:00;32;84;2,7;281;3,8
02-06-2022 13:30;27;80;3,3;301;4,8
02-06-2022 13:00;77;76;6,5;246;3,9
02-06-2022 12:30;112;76;6,5;241;4,1
02-06-2022 12:00;88;75;6,5;239;5,1
02-06-2022 11:30;136;76;6,4;242;4,9
02-06-2022 11:00;141;78;6,2;238;4,9
02-06-2022 10:30;106;79;5,9;232;5,1
02-06-2022 10:00;114;79;5,7;239;5,4
02-06-2022 09:30;79;81;5,2;238;4,8
02-06-2022 09:00;51;83;4,7;237;4,5
02-06-2022 08:30;27;83;4,4;230;4,2
02-06-2022 08:00;7;82;4,4;231;4,2
02-06-2022 07:30;0;83;4,3;226;3,8
02-06-2022 07:00;0;83;4,3;218;3
02-06-2022 06:30;0;81;4,4;226;3,2
02-06-2022 06:00;0;79;4,8;242;3,8
02-06-2022 05:30;0;80;5,2;262;5,3
02-06-2022 05:00;0;79;5,7;255;5,7
02-06-2022 04:30;0;78;5,8;246;4,9
02-06-2022 04:00;0;81;5,8;238;5,1
02-06-2022 03:30;0;83;6,2;247;5,5
02-06-2022 03:00;0;81;6,2;254;5,2
02-06-2022 02:30;0;84;6,5;250;5,2
02-06-2022 02:00;0;84;6,7;247;6,4
02-06-2022 01:30;0;85;6,6;243;6,3
02-06-2022 01:00;0;86;6,4;234;5,5
02-06-2022 00:30;0;85;6,3;235;5,2
02-06-2022 00:00;0;86;6,3;232;5,8
02-05-2022 23:30;0;86;6;232;6,4
02-05-2022 23:00;0;85;5,6;224;6,4
02-05-2022 22:30;0;84;5,2;221;6
02-05-2022 22:00;0;83;5,1;223;6,8
02-05-2022 21:30;0;82;5,2;227;8,3
02-05-2022 21:00;0;83;5,1;224;7,2
02-05-2022 20:30;0;83;5;222;7,2
02-05-2022 20:00;0;82;4,9;221;6,7
02-05-2022 19:30;0;81;4,9;219;7
02-05-2022 19:00;0;79;5;224;7,2
02-05-2022 18:30;0;76;5,2;221;5,8
02-05-2022 18:00;0;76;5,2;220;5,9
02-05-2022 17:30;0;75;4,9;225;5,1
02-05-2022 17:00;0;75;4,8;232;6,7
02-05-2022 16:30;6;74;5;231;6,3
02-05-2022 16:00;18;73;5,2;235;5,8
02-05-2022 15:30;42;72;4,9;234;6,2
02-05-2022 15:00;84;71;5;245;6,4
02-05-2022 14:30;133;63;5,8;241;6,9
02-05-2022 14:00;227;62;6;243;6,5
02-05-2022 13:30;215;66;5,7;243;6,5
02-05-2022 13:00;233;68;5,4;245;5,4
02-05-2022 12:30;289;70;5;249;6
02-05-2022 12:00;205;70;4,3;250;6,4
02-05-2022 11:30;167;67;5,3;246;5,9
02-05-2022 11:00;208;66;5,2;257;5,7
02-05-2022 10:30;199;68;5;259;6,3
02-05-2022 10:00;211;68;4,7;253;6
02-05-2022 09:30;142;70;4,3;255;5,4
02-05-2022 09:00;92;75;3,6;250;4,4
02-05-2022 08:30;46;75;3,4;248;4,7
02-05-2022 08:00;8;74;3,3;254;5
02-05-2022 07:30;0;75;3;247;4,4
02-05-2022 07:00;0;75;2,7;238;4,6
02-05-2022 06:30;0;78;2,5;242;4,1
02-05-2022 06:00;0;78;2,2;238;4,4
02-05-2022 05:30;0;78;2,2;237;4,1
02-05-2022 05:00;0;80;2,2;239;3,8
02-05-2022 04:30;0;82;2,1;241;3,7
02-05-2022 04:00;0;82;2,1;240;4
02-05-2022 03:30;0;82;2,1;238;3,6
02-05-2022 03:00;0;80;2,4;243;3,8
02-05-2022 02:30;0;78;2,7;253;4,9
02-05-2022 02:00;0;78;2,9;253;5,2
02-05-2022 01:30;0;78;2,8;246;4,8
02-05-2022 01:00;0;79;3;250;5,3
02-05-2022 00:30;0;80;2,9;242;3,5
02-05-2022 00:00;0;79;2,9;246;3,4
02-04-2022 23:30;0;77;3;243;3,2
02-04-2022 23:00;0;79;2,9;248;3,5
02-04-2022 22:30;0;82;2,7;247;3,4
02-04-2022 22:00;0;84;2,6;244;3,4
02-04-2022 21:30;0;83;2,6;245;3,1
02-04-2022 21:00;0;82;2,8;256;3,6
02-04-2022 20:30;0;82;2,9;264;4,2
02-04-2022 20:00;0;81;2,8;265;3,7
02-04-2022 19:30;0;79;2,9;276;3,5
02-04-2022 19:00;0;84;2,5;259;2,8
02-04-2022 18:30;0;84;2,3;279;3,1
02-04-2022 18:00;0;84;2,2;302;4,6
02-04-2022 17:30;0;85;2,5;306;5,1
02-04-2022 17:00;0;84;3;307;4,7
02-04-2022 16:30;1;84;3,5;307;5,3
02-04-2022 16:00;5;85;4,4;297;3,7
02-04-2022 15:30;12;86;5,1;298;3,4
02-04-2022 15:00;11;86;6,2;280;4,1
02-04-2022 14:30;27;86;6,9;231;5,2
02-04-2022 14:00;43;87;6,9;223;5,6
02-04-2022 13:30;30;87;6,8;220;4,9
02-04-2022 13:00;28;87;6,8;213;5,6
02-04-2022 12:30;31;87;6,8;210;5
02-04-2022 12:00;34;87;6,8;208;5,2
02-04-2022 11:30;28;86;6,8;206;5,2
02-04-2022 11:00;21;85;6,8;205;6
02-04-2022 10:30;19;84;6,7;208;5,6
02-04-2022 10:00;13;84;6,7;207;5,2
02-04-2022 09:30;11;85;6,5;205;5,2
02-04-2022 09:00;7;85;6,4;206;4,8
02-04-2022 08:30;3;85;6,3;204;5
02-04-2022 08:00;0;85;6,3;204;5
02-04-2022 07:30;0;85;6,3;208;4,8
02-04-2022 07:00;0;84;6,3;204;5,4
02-04-2022 06:30;0;84;6,2;203;5,5
02-04-2022 06:00;0;84;6,2;201;4,9
02-04-2022 05:30;0;84;6,2;198;5,1
02-04-2022 05:00;0;86;6,2;205;4,7
02-04-2022 04:30;0;87;6,2;209;4,7
02-04-2022 04:00;0;87;6,2;206;4
02-04-2022 03:30;0;87;6,2;216;3,7
02-04-2022 03:00;0;88;6,1;225;3,5
02-04-2022 02:30;0;89;6,2;234;3,6
02-04-2022 02:00;0;89;6,2;233;3,2
02-04-2022 01:30;0;88;6,2;223;3,3
02-04-2022 01:00;0;88;6,3;225;3,1
02-04-2022 00:30;0;87;6,2;233;3,5
02-04-2022 00:00;0;87;6,3;236;3,7
02-03-2022 23:30;0;88;6,2;244;3,8
02-03-2022 23:00;0;89;6,3;232;3,7
02-03-2022 22:30;0;89;6,3;230;3,7
02-03-2022 22:00;0;89;6,3;225;3,9
02-03-2022 21:30;0;89;6,3;224;4,2
02-03-2022 21:00;0;89;6,3;231;3,9
02-03-2022 20:30;0;88;6,3;228;4,6
02-03-2022 20:00;0;88;6,4;227;4,1
02-03-2022 19:30;0;88;6,4;228;3,9
02-03-2022 19:00;0;89;6,4;224;4,4
02-03-2022 18:30;0;90;6,4;223;4,3
02-03-2022 18:00;0;89;6,5;226;4,6
02-03-2022 17:30;0;89;6,6;224;4,3
02-03-2022 17:00;0;89;6,7;222;3,8
02-03-2022 16:30;2;88;6,9;229;3,9
02-03-2022 16:00;10;87;7;230;4,2
02-03-2022 15:30;15;87;7,1;236;4,6
02-03-2022 15:00;43;88;7;227;4,5
02-03-2022 14:30;42;88;6,9;224;5,7
02-03-2022 14:00;38;88;7,1;224;5,4
02-03-2022 13:30;43;89;7,1;232;5
02-03-2022 13:00;44;88;7,1;230;4,2
02-03-2022 12:30;51;88;6,9;230;4
02-03-2022 12:00;38;89;6,6;221;4,1
02-03-2022 11:30;26;89;6,2;217;3,9
02-03-2022 11:00;37;89;5,9;209;4,2
02-03-2022 10:30;32;89;5,6;204;4,3
02-03-2022 10:00;23;89;5,4;199;4,3
02-03-2022 09:30;22;89;5,3;192;4,1
02-03-2022 09:00;11;89;5,2;189;3,5
02-03-2022 08:30;6;89;5,2;185;3,3
02-03-2022 08:00;1;90;5,2;176;2,9
02-03-2022 07:30;0;90;5,3;179;2,7
02-03-2022 07:00;0;89;5,3;190;2,9
02-03-2022 06:30;0;89;5,3;196;3,1
02-03-2022 06:00;0;88;5,3;196;2,9
02-03-2022 05:30;0;87;5,3;192;2,6
02-03-2022 05:00;0;86;5,4;193;2,7
02-03-2022 04:30;0;85;5,5;201;2,6
02-03-2022 04:00;0;84;5,8;213;2,4
02-03-2022 03:30;0;84;5,8;222;2,5
02-03-2022 03:00;0;83;5,8;234;3
02-03-2022 02:30;0;83;5,8;245;2,5
02-03-2022 02:00;0;83;5,8;239;3
02-03-2022 01:30;0;81;5,9;253;3,7
02-03-2022 01:00;0;81;5,8;251;3,7
02-03-2022 00:30;0;82;5,5;253;3,5
02-03-2022 00:00;0;81;5,2;249;4,1
02-02-2022 23:30;0;80;5,1;243;4,3
02-02-2022 23:00;0;79;5,2;243;4,4
02-02-2022 22:30;0;77;5,1;247;4,6
02-02-2022 22:00;0;76;4,9;246;5
02-02-2022 21:30;0;74;4,5;248;4
02-02-2022 21:00;0;72;4,2;247;3,5
02-02-2022 20:30;0;70;4,1;249;2,8
02-02-2022 20:00;0;68;4;264;3,2
02-02-2022 19:30;0;65;3,5;245;2,5
02-02-2022 19:00;0;62;3,6;247;2,2
02-02-2022 18:30;0;60;4;269;1,8
02-02-2022 18:00;0;60;4,2;288;2,7
02-02-2022 17:30;0;60;4,4;295;3,5
02-02-2022 17:00;0;57;4,7;302;4,4
02-02-2022 16:30;10;56;4,7;305;5,2
02-02-2022 16:00;27;54;5;302;6,4
02-02-2022 15:30;51;52;5,1;306;5,3
02-02-2022 15:00;48;52;5,3;306;5,5
02-02-2022 14:30;101;50;5,5;307;6,3
02-02-2022 14:00;260;52;5,6;302;6,3
02-02-2022 13:30;189;54;5,5;304;6,6
02-02-2022 13:00;139;60;5,2;308;5,4
02-02-2022 12:30;156;63;5,1;311;5,3
02-02-2022 12:00;268;66;4,6;314;5,3
02-02-2022 11:30;158;67;4,2;316;5,3
02-02-2022 11:00;206;67;4,1;312;4,4
02-02-2022 10:30;228;66;3,8;314;4,8
02-02-2022 10:00;191;69;3,6;315;4,4
02-02-2022 09:30;138;69;3,4;320;5
02-02-2022 09:00;94;70;3,4;320;5,5
02-02-2022 08:30;23;67;3,7;320;6,4
02-02-2022 08:00;4;62;4,3;320;7,7
02-02-2022 07:30;0;63;4,8;312;8,2
02-02-2022 07:00;0;65;5;305;9,4
02-02-2022 06:30;0;65;5;304;8,5
02-02-2022 06:00;0;64;5,2;302;8,4
02-02-2022 05:30;0;63;5,3;302;8,8
02-02-2022 05:00;0;63;5,5;301;9
02-02-2022 04:30;0;67;5,5;294;8,1
02-02-2022 04:00;0;70;5,2;289;7,3
02-02-2022 03:30;0;71;5;288;7,1
02-02-2022 03:00;0;71;4,9;286;6,6
02-02-2022 02:30;0;72;5;282;5,8
02-02-2022 02:00;0;71;5,4;283;5,7
02-02-2022 01:30;0;69;5,8;287;5,8
02-02-2022 01:00;0;69;5,9;289;5,4
02-02-2022 00:30;0;69;6;287;5,6
02-02-2022 00:00;0;71;5,8;287;5,3
02-01-2022 23:30;0;75;5,8;286;5,6
02-01-2022 23:00;0;73;5,9;289;5,4
02-01-2022 22:30;0;70;6,1;292;5,7
02-01-2022 22:00;0;70;6,2;295;6,3
02-01-2022 21:30;0;70;6,1;291;6,4
02-01-2022 21:00;0;70;6;290;5,7
02-01-2022 20:30;0;69;6,2;292;6,3
02-01-2022 20:00;0;70;6,4;291;6,2
02-01-2022 19:30;0;68;6,5;297;7
02-01-2022 19:00;0;70;6,4;294;7,3
02-01-2022 18:30;0;72;6,6;293;6,9
02-01-2022 18:00;0;69;6,9;285;6,1
02-01-2022 17:30;0;67;7,1;294;7,5
02-01-2022 17:00;0;71;7,2;290;7,3
02-01-2022 16:30;4;73;7;290;6,6
02-01-2022 16:00;24;74;6,8;287;6,2
02-01-2022 15:30;61;75;6,8;287;6,6
02-01-2022 15:00;71;76;7,3;281;7,1
02-01-2022 14:30;80;77;7,5;283;6,2
02-01-2022 14:00;52;80;7,3;282;6
02-01-2022 13:30;59;84;7,1;282;5,2
02-01-2022 13:00;79;84;6,7;268;5,3
02-01-2022 12:30;70;87;5,7;251;5,6
02-01-2022 12:00;56;87;4,6;225;5,2
02-01-2022 11:30;47;87;4;215;6
02-01-2022 11:00;36;87;3,6;209;5,1
02-01-2022 10:30;31;86;3,5;210;5,1
02-01-2022 10:00;28;85;3,4;204;4,3
02-01-2022 09:30;28;85;3,2;206;3,7
02-01-2022 09:00;23;84;3,1;215;3,8
02-01-2022 08:30;12;84;2,7;224;3,2
02-01-2022 08:00;2;83;2,5;228;3,5
02-01-2022 07:30;0;81;2,4;227;2,9
02-01-2022 07:00;0;81;2,2;245;3
02-01-2022 06:30;0;80;2,1;246;2,8
02-01-2022 06:00;0;78;2,2;269;3,5
02-01-2022 05:30;0;77;2;256;3,2
02-01-2022 05:00;0;76;2;268;2,4
02-01-2022 04:30;0;76;2;277;2,6
02-01-2022 04:00;0;77;1,8;281;3
02-01-2022 03:30;0;78;1,7;274;3
02-01-2022 03:00;0;80;1,5;276;3,1
02-01-2022 02:30;0;84;1,3;277;3,2
02-01-2022 02:00;0;86;1,1;277;3
02-01-2022 01:30;0;87;1;283;2,5
02-01-2022 01:00;0;87;0,9;295;2,9
02-01-2022 00:30;0;85;1,4;281;3,2
02-01-2022 00:00;0;85;1,8;251;2,7
31-01-2022 23:30;0;84;1,6;233;2,6
31-01-2022 23:00;0;84;1,7;231;2,6
31-01-2022 22:30;0;83;2;257;2
31-01-2022 22:00;0;83;2;279;2,1
31-01-2022 21:30;0;83;2,1;283;2,3
31-01-2022 21:00;0;82;2,2;281;2
31-01-2022 20:30;0;82;2,2;282;1,8
31-01-2022 20:00;0;83;2,2;285;2,1
31-01-2022 19:30;0;83;2,1;282;2,1
31-01-2022 19:00;0;84;2;289;2,1
31-01-2022 18:30;0;83;2;290;2,4
31-01-2022 18:00;0;83;2,1;293;2,1
31-01-2022 17:30;0;83;2,1;298;2
31-01-2022 17:00;0;82;2,1;298;1,9
31-01-2022 16:30;4;82;2,1;310;1,8
31-01-2022 16:00;15;81;2,3;317;2,2
31-01-2022 15:30;23;79;2,4;322;2,2
31-01-2022 15:00;35;75;3,4;336;3,1
31-01-2022 14:30;64;72;3,7;322;2,5
31-01-2022 14:00;112;71;3,6;333;2,2
31-01-2022 13:30;112;69;3,6;6;1,7
31-01-2022 13:00;171;70;3,5;26;1,8
31-01-2022 12:30;143;73;3,3;40;1,3
31-01-2022 12:00;196;78;2,8;24;1,5
31-01-2022 11:30;68;78;2,7;34;1,7
31-01-2022 10:30;127;79;2,7;86;1,5
31-01-2022 10:00;138;81;2,4;127;1,4
31-01-2022 09:30;73;82;2,1;147;1,8
31-01-2022 09:00;34;83;1,9;146;2
31-01-2022 08:30;16;82;2;158;1,8
31-01-2022 08:00;2;82;2,1;159;2
31-01-2022 07:30;0;81;2,2;155;2,9
31-01-2022 07:00;0;82;2,3;182;1,9
31-01-2022 06:30;0;81;2,3;159;2,7
31-01-2022 06:00;0;81;2,6;162;3
31-01-2022 05:30;0;79;2,8;168;2,1
31-01-2022 05:00;0;78;2,8;166;2,2
31-01-2022 04:30;0;78;2,6;163;2,3
31-01-2022 04:00;0;77;2,7;157;2,2
31-01-2022 03:30;0;76;2,9;173;1,8
31-01-2022 03:00;0;76;2,9;190;2,5
31-01-2022 02:30;0;76;3;205;2,9
31-01-2022 02:00;0;75;3;206;2,3
31-01-2022 01:30;0;74;3,2;206;2
31-01-2022 01:00;0;72;3,3;216;2,3
31-01-2022 00:30;0;70;3,5;226;2,5
31-01-2022 00:00;0;67;3,7;254;2,8
30-01-2022 23:30;0;67;3,5;234;2,4
30-01-2022 23:00;0;64;3,5;237;2,7
30-01-2022 22:30;0;62;3,6;242;2,2
30-01-2022 22:00;0;62;3,7;269;2,1
30-01-2022 21:30;0;62;3,6;272;2,4
30-01-2022 21:00;0;62;3,6;271;2,5
30-01-2022 20:30;0;62;3,6;286;2,7
30-01-2022 20:00;0;62;3,6;291;2,9
30-01-2022 19:30;0;63;3,6;290;3,9
30-01-2022 19:00;0;63;3,7;300;4,7
30-01-2022 18:30;0;62;3,7;303;5,7
30-01-2022 18:00;0;61;3,9;300;5,2
30-01-2022 17:30;0;60;4,1;304;5,5
30-01-2022 17:00;0;57;4,3;304;6,4
30-01-2022 16:30;3;55;4,7;303;6,7
30-01-2022 16:00;30;54;5;306;6,9
30-01-2022 15:30;80;51;5,4;301;7,8
30-01-2022 15:00;132;50;5,6;302;7,3
30-01-2022 14:30;177;50;5,8;301;7
30-01-2022 14:00;217;49;5,9;301;8,6
30-01-2022 13:30;231;50;5,9;304;9,1
30-01-2022 13:00;270;49;6,1;303;8,5
30-01-2022 12:30;282;48;6,1;301;8,3
30-01-2022 12:00;280;49;5,9;303;9
30-01-2022 11:30;265;50;5,8;302;8,5
30-01-2022 11:00;240;53;5,8;302;8,2
30-01-2022 10:30;207;54;5,6;306;8,5
30-01-2022 10:00;162;56;5,5;303;9,5
30-01-2022 09:30;113;56;5,4;306;10,5
30-01-2022 09:00;64;57;5,3;305;10,1
30-01-2022 08:30;24;57;5,4;302;10,5
30-01-2022 08:00;4;55;5,6;302;10,7
30-01-2022 07:30;0;54;5,7;304;11
30-01-2022 07:00;0;54;5,9;303;11,1
30-01-2022 06:30;0;54;6,2;304;12,1
30-01-2022 06:00;0;56;6,2;301;12,1
30-01-2022 05:30;0;56;6,3;300;12,6
30-01-2022 05:00;0;55;6,4;297;11,5
30-01-2022 04:30;0;55;6,6;300;11,8
30-01-2022 04:00;0;56;6,6;296;12,3
30-01-2022 03:30;0;57;6,6;293;11,7
30-01-2022 03:00;0;60;6,5;293;11,6
30-01-2022 02:30;0;60;6,4;291;10,5
30-01-2022 02:00;0;61;6,2;288;11,6
30-01-2022 01:30;0;60;6,2;290;11,4
30-01-2022 01:00;0;58;6,2;292;10,5
30-01-2022 00:30;0;59;5,9;290;10,4
30-01-2022 00:00;0;64;5,3;287;10
29-01-2022 23:30;0;64;5,8;287;10,7
29-01-2022 23:00;0;62;5,9;286;9,6
29-01-2022 22:30;0;58;6,4;289;10,1
29-01-2022 22:00;0;58;6,4;282;9,8
29-01-2022 21:30;0;58;6,7;282;9,8
29-01-2022 21:00;0;59;6,6;286;10,2
29-01-2022 20:30;0;61;6,4;282;10,9
29-01-2022 20:00;0;59;6,7;282;9,8
29-01-2022 19:30;0;62;6,6;286;9,8
29-01-2022 19:00;0;66;6,9;281;9
29-01-2022 18:30;0;65;7,7;282;9,8
29-01-2022 18:00;0;62;8,5;286;10,1
29-01-2022 17:30;0;68;8,8;273;9,5
29-01-2022 17:00;0;71;8,8;266;9
29-01-2022 16:30;2;66;9,4;269;10,2
29-01-2022 16:00;9;68;9,5;266;10,4
29-01-2022 15:30;12;72;9,3;267;10,2
29-01-2022 15:00;22;75;9,3;257;12,3
29-01-2022 14:30;53;75;9,3;255;10,4
29-01-2022 14:00;37;75;9,2;255;10,7
29-01-2022 13:30;28;75;9,3;255;9,7
29-01-2022 13:00;62;76;9,3;251;8,5
29-01-2022 12:30;36;78;9,2;254;8,1
29-01-2022 12:00;30;81;8,9;252;8,1
